"Location","Education","TimeFrame","EducationNumber","Population"
"Georgia","High school diploma or GED",2017-01-01,"2619000","5494105"
"Georgia","Associate Degree",2017-01-01,"461000","5494105"
"Georgia","Bachelor's Degree",2017-01-01,"1115000","5494105"
"Georgia","Graduate degree",2017-01-01,"655000","5494105"
"Georgia","Not a high school graduate",2016-01-01,"669000","5438531"
"Georgia","High school diploma or GED",2016-01-01,"2587000","5438531"
"Georgia","Associate Degree",2016-01-01,"442000","5438531"
"Georgia","Bachelor's Degree",2016-01-01,"1082000","5438531"
"Georgia","Graduate degree",2016-01-01,"646000","5438531"
"Georgia","Not a high school graduate",2012-01-01,"694000","5269927"
"Georgia","High school diploma or GED",2012-01-01,"2603000","5269927"
"Georgia","Associate Degree",2012-01-01,"406000","5269927"
"Georgia","Bachelor's Degree",2012-01-01,"1001000","5269927"
"Georgia","Graduate degree",2012-01-01,"560000","5269927"
"Georgia","Not a high school graduate",2011-01-01,"721000","5250859"
"Georgia","High school diploma or GED",2011-01-01,"2609000","5250859"
"Georgia","Associate Degree",2011-01-01,"378000","5250859"
"Georgia","Bachelor's Degree",2011-01-01,"999000","5250859"
"Georgia","Graduate degree",2011-01-01,"526000","5250859"
"Georgia","Not a high school graduate",2010-01-01,"711000","5206490"
"Georgia","High school diploma or GED",2010-01-01,"2611000","5206490"
"Georgia","Associate Degree",2010-01-01,"383000","5206490"
"Georgia","Bachelor's Degree",2010-01-01,"975000","5206490"
"Georgia","Graduate degree",2010-01-01,"521000","5206490"
"Georgia","Not a high school graduate",2015-01-01,"672000","5374785"
"Georgia","High school diploma or GED",2015-01-01,"2605000","5374785"
"Georgia","Associate Degree",2015-01-01,"430000","5374785"
"Georgia","Bachelor's Degree",2015-01-01,"1062000","5374785"
"Georgia","Graduate degree",2015-01-01,"612000","5374785"
"Georgia","Not a high school graduate",2014-01-01,"685000","5322172"
"Georgia","High school diploma or GED",2014-01-01,"2616000","5322172"
"Georgia","Associate Degree",2014-01-01,"406000","5322172"
"Georgia","Bachelor's Degree",2014-01-01,"1035000","5322172"
"Georgia","Graduate degree",2014-01-01,"586000","5322172"
"Georgia","Not a high school graduate",2013-01-01,"681000","5287089"
"Georgia","High school diploma or GED",2013-01-01,"2618000","5287089"
"Georgia","Associate Degree",2013-01-01,"424000","5287089"
"Georgia","Bachelor's Degree",2013-01-01,"989000","5287089"
"Georgia","Graduate degree",2013-01-01,"571000","5287089"
"Hawaii","Not a high school graduate",2019-01-01,"41000","728573"
"Hawaii","High school diploma or GED",2019-01-01,"353000","728573"
"Hawaii","Associate Degree",2019-01-01,"85000","728573"
"Hawaii","Bachelor's Degree",2019-01-01,"169000","728573"
"Hawaii","Graduate degree",2019-01-01,"80000","728573"
"Hawaii","Not a high school graduate",2018-01-01,"44000","736986"
"Hawaii","High school diploma or GED",2018-01-01,"351000","736986"
"Hawaii","Associate Degree",2018-01-01,"88000","736986"
"Hawaii","Bachelor's Degree",2018-01-01,"171000","736986"
"Hawaii","Graduate degree",2018-01-01,"80000","736986"
"Hawaii","Not a high school graduate",2017-01-01,"45000","742404"
"Hawaii","High school diploma or GED",2017-01-01,"365000","742404"
"Hawaii","Associate Degree",2017-01-01,"86000","742404"
"Hawaii","Bachelor's Degree",2017-01-01,"167000","742404"
"Hawaii","Graduate degree",2017-01-01,"81000","742404"
"Hawaii","Not a high school graduate",2016-01-01,"44000","747027"
"Hawaii","High school diploma or GED",2016-01-01,"372000","747027"
"Hawaii","Associate Degree",2016-01-01,"87000","747027"
"Hawaii","Bachelor's Degree",2016-01-01,"170000","747027"
"Hawaii","Graduate degree",2016-01-01,"75000","747027"
"Hawaii","Not a high school graduate",2012-01-01,"52000","741999"
"Hawaii","High school diploma or GED",2012-01-01,"374000","741999"
"Hawaii","Associate Degree",2012-01-01,"84000","741999"
"Hawaii","Bachelor's Degree",2012-01-01,"156000","741999"
"Hawaii","Graduate degree",2012-01-01,"76000","741999"
"Hawaii","Not a high school graduate",2011-01-01,"50000","737964"
"Hawaii","High school diploma or GED",2011-01-01,"381000","737964"
"Hawaii","Associate Degree",2011-01-01,"84000","737964"
"Hawaii","Bachelor's Degree",2011-01-01,"150000","737964"
"Hawaii","Graduate degree",2011-01-01,"71000","737964"
"Hawaii","Not a high school graduate",2010-01-01,"53000","732245"
"Hawaii","High school diploma or GED",2010-01-01,"372000","732245"
"Hawaii","Associate Degree",2010-01-01,"77000","732245"
"Hawaii","Bachelor's Degree",2010-01-01,"156000","732245"
"Hawaii","Graduate degree",2010-01-01,"70000","732245"
"Hawaii","Not a high school graduate",2015-01-01,"51000","745366"
"Hawaii","High school diploma or GED",2015-01-01,"370000","745366"
"Hawaii","Associate Degree",2015-01-01,"86000","745366"
"Hawaii","Bachelor's Degree",2015-01-01,"164000","745366"
"Hawaii","Graduate degree",2015-01-01,"77000","745366"
"Hawaii","Not a high school graduate",2014-01-01,"45000","744546"
"Hawaii","High school diploma or GED",2014-01-01,"377000","744546"
"Hawaii","Associate Degree",2014-01-01,"86000","744546"
"Hawaii","Bachelor's Degree",2014-01-01,"164000","744546"
"Hawaii","Graduate degree",2014-01-01,"75000","744546"
"Hawaii","Not a high school graduate",2013-01-01,"48000","744848"
"Hawaii","High school diploma or GED",2013-01-01,"364000","744848"
"Hawaii","Associate Degree",2013-01-01,"85000","744848"
"Hawaii","Bachelor's Degree",2013-01-01,"164000","744848"
"Hawaii","Graduate degree",2013-01-01,"78000","744848"
"Idaho","Not a high school graduate",2019-01-01,"75000","884910"
"Idaho","High school diploma or GED",2019-01-01,"453000","884910"
"Idaho","Associate Degree",2019-01-01,"99000","884910"
"Idaho","Bachelor's Degree",2019-01-01,"173000","884910"
"Idaho","Graduate degree",2019-01-01,"83000","884910"
"Idaho","Not a high school graduate",2018-01-01,"81000","867343"
"Idaho","High school diploma or GED",2018-01-01,"447000","867343"
"Idaho","Associate Degree",2018-01-01,"92000","867343"
"Idaho","Bachelor's Degree",2018-01-01,"169000","867343"
"Idaho","Graduate degree",2018-01-01,"75000","867343"
"Idaho","Not a high school graduate",2017-01-01,"74000","851917"
"Idaho","High school diploma or GED",2017-01-01,"455000","851917"
"Idaho","Associate Degree",2017-01-01,"90000","851917"
"Idaho","Bachelor's Degree",2017-01-01,"159000","851917"
"Idaho","Graduate degree",2017-01-01,"71000","851917"
"Idaho","Not a high school graduate",2016-01-01,"76000","835168"
"Idaho","High school diploma or GED",2016-01-01,"434000","835168"
"Idaho","Associate Degree",2016-01-01,"87000","835168"
"Idaho","Bachelor's Degree",2016-01-01,"161000","835168"
"Idaho","Graduate degree",2016-01-01,"73000","835168"
"Idaho","Not a high school graduate",2012-01-01,"73000","799631"
"Idaho","High school diploma or GED",2012-01-01,"440000","799631"
"Idaho","Associate Degree",2012-01-01,"81000","799631"
"Idaho","Bachelor's Degree",2012-01-01,"144000","799631"
"Idaho","Graduate degree",2012-01-01,"64000","799631"
"Idaho","Not a high school graduate",2011-01-01,"79000","798212"
"Idaho","High school diploma or GED",2011-01-01,"425000","798212"
"Idaho","Associate Degree",2011-01-01,"79000","798212"
"Idaho","Bachelor's Degree",2011-01-01,"149000","798212"
"Idaho","Graduate degree",2011-01-01,"61000","798212"
"Idaho","Not a high school graduate",2010-01-01,"84000","791114"
"Idaho","High school diploma or GED",2010-01-01,"432000","791114"
"Idaho","Associate Degree",2010-01-01,"73000","791114"
"Idaho","Bachelor's Degree",2010-01-01,"141000","791114"
"Idaho","Graduate degree",2010-01-01,"61000","791114"
"Idaho","Not a high school graduate",2015-01-01,"78000","820798"
"Idaho","High school diploma or GED",2015-01-01,"443000","820798"
"Idaho","Associate Degree",2015-01-01,"85000","820798"
"Idaho","Bachelor's Degree",2015-01-01,"152000","820798"
"Idaho","Graduate degree",2015-01-01,"65000","820798"
"Idaho","Not a high school graduate",2014-01-01,"77000","811871"
"Idaho","High school diploma or GED",2014-01-01,"444000","811871"
"Idaho","Associate Degree",2014-01-01,"82000","811871"
"Idaho","Bachelor's Degree",2014-01-01,"143000","811871"
"Idaho","Graduate degree",2014-01-01,"64000","811871"
"Idaho","Not a high school graduate",2013-01-01,"78000","804367"
"Idaho","High school diploma or GED",2013-01-01,"429000","804367"
"Idaho","Associate Degree",2013-01-01,"80000","804367"
"Idaho","Bachelor's Degree",2013-01-01,"152000","804367"
"Idaho","Graduate degree",2013-01-01,"64000","804367"
"Illinois","Not a high school graduate",2019-01-01,"614000","6650096"
"Illinois","High school diploma or GED",2019-01-01,"2910000","6650096"
"Illinois","Associate Degree",2019-01-01,"580000","6650096"
"Illinois","Bachelor's Degree",2019-01-01,"1575000","6650096"
"Illinois","Graduate degree",2019-01-01,"971000","6650096"
"Illinois","Not a high school graduate",2018-01-01,"630000","6704343"
"Illinois","High school diploma or GED",2018-01-01,"2982000","6704343"
"Illinois","Associate Degree",2018-01-01,"587000","6704343"
"Illinois","Bachelor's Degree",2018-01-01,"1543000","6704343"
"Illinois","Graduate degree",2018-01-01,"974000","6704343"
"Illinois","Not a high school graduate",2017-01-01,"664000","6752822"
"Illinois","High school diploma or GED",2017-01-01,"3037000","6752822"
"Illinois","Associate Degree",2017-01-01,"589000","6752822"
"Illinois","Bachelor's Degree",2017-01-01,"1543000","6752822"
"Illinois","Graduate degree",2017-01-01,"927000","6752822"
"Illinois","Not a high school graduate",2016-01-01,"665000","6786948"
"Illinois","High school diploma or GED",2016-01-01,"3073000","6786948"
"Illinois","Associate Degree",2016-01-01,"588000","6786948"
"Illinois","Bachelor's Degree",2016-01-01,"1550000","6786948"
"Illinois","Graduate degree",2016-01-01,"917000","6786948"
"Illinois","Not a high school graduate",2012-01-01,"724000","6864496"
"Illinois","High school diploma or GED",2012-01-01,"3221000","6864496"
"Illinois","Associate Degree",2012-01-01,"576000","6864496"
"Illinois","Bachelor's Degree",2012-01-01,"1483000","6864496"
"Illinois","Graduate degree",2012-01-01,"859000","6864496"
"Illinois","Not a high school graduate",2011-01-01,"751000","6881679"
"Illinois","High school diploma or GED",2011-01-01,"3256000","6881679"
"Illinois","Associate Degree",2011-01-01,"564000","6881679"
"Illinois","Bachelor's Degree",2011-01-01,"1463000","6881679"
"Illinois","Graduate degree",2011-01-01,"845000","6881679"
"Illinois","Not a high school graduate",2010-01-01,"769000","6854099"
"Illinois","High school diploma or GED",2010-01-01,"3252000","6854099"
"Illinois","Associate Degree",2010-01-01,"551000","6854099"
"Illinois","Bachelor's Degree",2010-01-01,"1446000","6854099"
"Illinois","Graduate degree",2010-01-01,"833000","6854099"
"Illinois","Not a high school graduate",2015-01-01,"691000","6818686"
"Illinois","High school diploma or GED",2015-01-01,"3130000","6818686"
"Illinois","Associate Degree",2015-01-01,"604000","6818686"
"Illinois","Bachelor's Degree",2015-01-01,"1518000","6818686"
"Illinois","Graduate degree",2015-01-01,"891000","6818686"
"Illinois","Not a high school graduate",2014-01-01,"703000","6842271"
"Illinois","High school diploma or GED",2014-01-01,"3160000","6842271"
"Illinois","Associate Degree",2014-01-01,"587000","6842271"
"Illinois","Bachelor's Degree",2014-01-01,"1502000","6842271"
"Illinois","Graduate degree",2014-01-01,"899000","6842271"
"Illinois","Not a high school graduate",2013-01-01,"729000","6860374"
"Illinois","High school diploma or GED",2013-01-01,"3179000","6860374"
"Illinois","Associate Degree",2013-01-01,"579000","6860374"
"Illinois","Bachelor's Degree",2013-01-01,"1482000","6860374"
"Illinois","Graduate degree",2013-01-01,"884000","6860374"
"Indiana","Not a high school graduate",2019-01-01,"338000","3418852"
"Indiana","High school diploma or GED",2019-01-01,"1766000","3418852"
"Indiana","Associate Degree",2019-01-01,"336000","3418852"
"Indiana","Bachelor's Degree",2019-01-01,"659000","3418852"
"Indiana","Graduate degree",2019-01-01,"319000","3418852"
"Indiana","Not a high school graduate",2018-01-01,"348000","3415065"
"Indiana","High school diploma or GED",2018-01-01,"1749000","3415065"
"Indiana","Associate Degree",2018-01-01,"337000","3415065"
"Indiana","Bachelor's Degree",2018-01-01,"657000","3415065"
"Indiana","Graduate degree",2018-01-01,"325000","3415065"
"Indiana","Not a high school graduate",2017-01-01,"356000","3407925"
"Indiana","High school diploma or GED",2017-01-01,"1745000","3407925"
"Indiana","Associate Degree",2017-01-01,"343000","3407925"
"Indiana","Bachelor's Degree",2017-01-01,"646000","3407925"
"Indiana","Graduate degree",2017-01-01,"323000","3407925"
"Indiana","Not a high school graduate",2016-01-01,"356000","3401148"
"Indiana","High school diploma or GED",2016-01-01,"1788000","3401148"
"Indiana","Associate Degree",2016-01-01,"327000","3401148"
"Indiana","Bachelor's Degree",2016-01-01,"625000","3401148"
"Indiana","Graduate degree",2016-01-01,"303000","3401148"
"Indiana","Not a high school graduate",2012-01-01,"365000","3393222"
"Indiana","High school diploma or GED",2012-01-01,"1859000","3393222"
"Indiana","Associate Degree",2012-01-01,"317000","3393222"
"Indiana","Bachelor's Degree",2012-01-01,"569000","3393222"
"Indiana","Graduate degree",2012-01-01,"280000","3393222"
"Indiana","Not a high school graduate",2011-01-01,"372000","3402687"
"Indiana","High school diploma or GED",2011-01-01,"1877000","3402687"
"Indiana","Associate Degree",2011-01-01,"306000","3402687"
"Indiana","Bachelor's Degree",2011-01-01,"562000","3402687"
"Indiana","Graduate degree",2011-01-01,"281000","3402687"
"Indiana","Not a high school graduate",2010-01-01,"373000","3388578"
"Indiana","High school diploma or GED",2010-01-01,"1888000","3388578"
"Indiana","Associate Degree",2010-01-01,"291000","3388578"
"Indiana","Bachelor's Degree",2010-01-01,"558000","3388578"
"Indiana","Graduate degree",2010-01-01,"277000","3388578"
"Indiana","Not a high school graduate",2015-01-01,"354000","3396826"
"Indiana","High school diploma or GED",2015-01-01,"1815000","3396826"
"Indiana","Associate Degree",2015-01-01,"322000","3396826"
"Indiana","Bachelor's Degree",2015-01-01,"609000","3396826"
"Indiana","Graduate degree",2015-01-01,"297000","3396826"
"Indiana","Not a high school graduate",2014-01-01,"349000","3397501"
"Indiana","High school diploma or GED",2014-01-01,"1832000","3397501"
"Indiana","Associate Degree",2014-01-01,"327000","3397501"
"Indiana","Bachelor's Degree",2014-01-01,"598000","3397501"
"Indiana","Graduate degree",2014-01-01,"295000","3397501"
"Indiana","Not a high school graduate",2013-01-01,"367000","3396597"
"Indiana","High school diploma or GED",2013-01-01,"1851000","3396597"
"Indiana","Associate Degree",2013-01-01,"314000","3396597"
"Indiana","Bachelor's Degree",2013-01-01,"577000","3396597"
"Indiana","Graduate degree",2013-01-01,"289000","3396597"
"Iowa","Not a high school graduate",2019-01-01,"107000","1564205"
"Iowa","High school diploma or GED",2019-01-01,"759000","1564205"
"Iowa","Associate Degree",2019-01-01,"212000","1564205"
"Iowa","Bachelor's Degree",2019-01-01,"340000","1564205"
"Iowa","Graduate degree",2019-01-01,"152000","1564205"
"Iowa","Not a high school graduate",2018-01-01,"111000","1565509"
"Iowa","High school diploma or GED",2018-01-01,"757000","1565509"
"Iowa","Associate Degree",2018-01-01,"210000","1565509"
"Iowa","Bachelor's Degree",2018-01-01,"338000","1565509"
"Iowa","Graduate degree",2018-01-01,"151000","1565509"
"Iowa","Not a high school graduate",2017-01-01,"112000","1567442"
"Iowa","High school diploma or GED",2017-01-01,"762000","1567442"
"Iowa","Associate Degree",2017-01-01,"209000","1567442"
"Iowa","Bachelor's Degree",2017-01-01,"333000","1567442"
"Iowa","Graduate degree",2017-01-01,"155000","1567442"
"Iowa","Not a high school graduate",2016-01-01,"117000","1566727"
"Iowa","High school diploma or GED",2016-01-01,"770000","1566727"
"Iowa","Associate Degree",2016-01-01,"204000","1566727"
"Iowa","Bachelor's Degree",2016-01-01,"331000","1566727"
"Iowa","Graduate degree",2016-01-01,"151000","1566727"
"Iowa","Not a high school graduate",2012-01-01,"106000","1565352"
"Iowa","High school diploma or GED",2012-01-01,"806000","1565352"
"Iowa","Associate Degree",2012-01-01,"206000","1565352"
"Iowa","Bachelor's Degree",2012-01-01,"315000","1565352"
"Iowa","Graduate degree",2012-01-01,"135000","1565352"
"Iowa","Not a high school graduate",2011-01-01,"115000","1570836"
"Iowa","High school diploma or GED",2011-01-01,"809000","1570836"
"Iowa","Associate Degree",2011-01-01,"196000","1570836"
"Iowa","Bachelor's Degree",2011-01-01,"314000","1570836"
"Iowa","Graduate degree",2011-01-01,"136000","1570836"
"Iowa","Not a high school graduate",2010-01-01,"117000","1562187"
"Iowa","High school diploma or GED",2010-01-01,"827000","1562187"
"Iowa","Associate Degree",2010-01-01,"187000","1562187"
"Iowa","Bachelor's Degree",2010-01-01,"302000","1562187"
"Iowa","Graduate degree",2010-01-01,"133000","1562187"
"Iowa","Not a high school graduate",2015-01-01,"113000","1566905"
"Iowa","High school diploma or GED",2015-01-01,"794000","1566905"
"Iowa","Associate Degree",2015-01-01,"209000","1566905"
"Iowa","Bachelor's Degree",2015-01-01,"319000","1566905"
"Iowa","Graduate degree",2015-01-01,"138000","1566905"
"Iowa","Not a high school graduate",2014-01-01,"103000","1566392"
"Iowa","High school diploma or GED",2014-01-01,"788000","1566392"
"Iowa","Associate Degree",2014-01-01,"208000","1566392"
"Iowa","Bachelor's Degree",2014-01-01,"325000","1566392"
"Iowa","Graduate degree",2014-01-01,"147000","1566392"
"Iowa","Not a high school graduate",2013-01-01,"110000","1565894"
"Iowa","High school diploma or GED",2013-01-01,"803000","1565894"
"Iowa","Associate Degree",2013-01-01,"203000","1565894"
"Iowa","Bachelor's Degree",2013-01-01,"314000","1565894"
"Iowa","Graduate degree",2013-01-01,"138000","1565894"
"Kansas","Not a high school graduate",2019-01-01,"118000","1443031"
"Kansas","High school diploma or GED",2019-01-01,"668000","1443031"
"Kansas","Associate Degree",2019-01-01,"145000","1443031"
"Kansas","Bachelor's Degree",2019-01-01,"330000","1443031"
"Kansas","Graduate degree",2019-01-01,"179000","1443031"
"Kansas","Not a high school graduate",2018-01-01,"128000","1449660"
"Kansas","High school diploma or GED",2018-01-01,"663000","1449660"
"Kansas","Associate Degree",2018-01-01,"145000","1449660"
"Kansas","Bachelor's Degree",2018-01-01,"329000","1449660"
"Kansas","Graduate degree",2018-01-01,"183000","1449660"
"Kansas","Not a high school graduate",2017-01-01,"126000","1454269"
"Kansas","High school diploma or GED",2017-01-01,"675000","1454269"
"Kansas","Associate Degree",2017-01-01,"145000","1454269"
"Kansas","Bachelor's Degree",2017-01-01,"328000","1454269"
"Kansas","Graduate degree",2017-01-01,"183000","1454269"
"Kansas","Not a high school graduate",2016-01-01,"134000","1458966"
"Kansas","High school diploma or GED",2016-01-01,"685000","1458966"
"Kansas","Associate Degree",2016-01-01,"133000","1458966"
"Kansas","Bachelor's Degree",2016-01-01,"325000","1458966"
"Kansas","Graduate degree",2016-01-01,"178000","1458966"
"Kansas","Not a high school graduate",2012-01-01,"131000","1468258"
"Kansas","High school diploma or GED",2012-01-01,"730000","1468258"
"Kansas","Associate Degree",2012-01-01,"132000","1468258"
"Kansas","Bachelor's Degree",2012-01-01,"310000","1468258"
"Kansas","Graduate degree",2012-01-01,"164000","1468258"
"Kansas","Not a high school graduate",2011-01-01,"131000","1470491"
"Kansas","High school diploma or GED",2011-01-01,"741000","1470491"
"Kansas","Associate Degree",2011-01-01,"124000","1470491"
"Kansas","Bachelor's Degree",2011-01-01,"316000","1470491"
"Kansas","Graduate degree",2011-01-01,"158000","1470491"
"Kansas","Not a high school graduate",2010-01-01,"139000","1464794"
"Kansas","High school diploma or GED",2010-01-01,"731000","1464794"
"Kansas","Associate Degree",2010-01-01,"122000","1464794"
"Kansas","Bachelor's Degree",2010-01-01,"311000","1464794"
"Kansas","Graduate degree",2010-01-01,"159000","1464794"
"Kansas","Not a high school graduate",2015-01-01,"133000","1462199"
"Kansas","High school diploma or GED",2015-01-01,"703000","1462199"
"Kansas","Associate Degree",2015-01-01,"137000","1462199"
"Kansas","Bachelor's Degree",2015-01-01,"320000","1462199"
"Kansas","Graduate degree",2015-01-01,"169000","1462199"
"Kansas","Not a high school graduate",2014-01-01,"131000","1462645"
"Kansas","High school diploma or GED",2014-01-01,"714000","1462645"
"Kansas","Associate Degree",2014-01-01,"134000","1462645"
"Kansas","Bachelor's Degree",2014-01-01,"318000","1462645"
"Kansas","Graduate degree",2014-01-01,"166000","1462645"
"Kansas","Not a high school graduate",2013-01-01,"134000","1465267"
"Kansas","High school diploma or GED",2013-01-01,"720000","1465267"
"Kansas","Associate Degree",2013-01-01,"130000","1465267"
"Kansas","Bachelor's Degree",2013-01-01,"321000","1465267"
"Kansas","Graduate degree",2013-01-01,"162000","1465267"
"Kentucky","Not a high school graduate",2019-01-01,"250000","2302308"
"Kentucky","High school diploma or GED",2019-01-01,"1215000","2302308"
"Kentucky","Associate Degree",2019-01-01,"219000","2302308"
"Kentucky","Bachelor's Degree",2019-01-01,"373000","2302308"
"Kentucky","Graduate degree",2019-01-01,"236000","2302308"
"Kentucky","Not a high school graduate",2018-01-01,"257000","2309872"
"Kentucky","High school diploma or GED",2018-01-01,"1223000","2309872"
"Kentucky","Associate Degree",2018-01-01,"225000","2309872"
"Kentucky","Bachelor's Degree",2018-01-01,"366000","2309872"
"Kentucky","Graduate degree",2018-01-01,"237000","2309872"
"Kentucky","Not a high school graduate",2017-01-01,"263000","2315625"
"Kentucky","High school diploma or GED",2017-01-01,"1250000","2315625"
"Kentucky","Associate Degree",2017-01-01,"211000","2315625"
"Kentucky","Bachelor's Degree",2017-01-01,"356000","2315625"
"Kentucky","Graduate degree",2017-01-01,"231000","2315625"
"Kentucky","Not a high school graduate",2016-01-01,"277000","2316145"
"Kentucky","High school diploma or GED",2016-01-01,"1233000","2316145"
"Kentucky","Associate Degree",2016-01-01,"223000","2316145"
"Kentucky","Bachelor's Degree",2016-01-01,"354000","2316145"
"Kentucky","Graduate degree",2016-01-01,"220000","2316145"
"Kentucky","Not a high school graduate",2012-01-01,"294000","2326571"
"Kentucky","High school diploma or GED",2012-01-01,"1292000","2326571"
"Kentucky","Associate Degree",2012-01-01,"191000","2326571"
"Kentucky","Bachelor's Degree",2012-01-01,"332000","2326571"
"Kentucky","Graduate degree",2012-01-01,"213000","2326571"
"Kentucky","Not a high school graduate",2011-01-01,"308000","2336509"
"Kentucky","High school diploma or GED",2011-01-01,"1304000","2336509"
"Kentucky","Associate Degree",2011-01-01,"187000","2336509"
"Kentucky","Bachelor's Degree",2011-01-01,"315000","2336509"
"Kentucky","Graduate degree",2011-01-01,"214000","2336509"
"Kentucky","Not a high school graduate",2010-01-01,"335000","2328556"
"Kentucky","High school diploma or GED",2010-01-01,"1291000","2328556"
"Kentucky","Associate Degree",2010-01-01,"181000","2328556"
"Kentucky","Bachelor's Degree",2010-01-01,"319000","2328556"
"Kentucky","Graduate degree",2010-01-01,"197000","2328556"
"Kentucky","Not a high school graduate",2015-01-01,"284000","2315926"
"Kentucky","High school diploma or GED",2015-01-01,"1252000","2315926"
"Kentucky","Associate Degree",2015-01-01,"208000","2315926"
"Kentucky","Bachelor's Degree",2015-01-01,"345000","2315926"
"Kentucky","Graduate degree",2015-01-01,"226000","2315926"
"Kentucky","Not a high school graduate",2014-01-01,"294000","2316184"
"Kentucky","High school diploma or GED",2014-01-01,"1269000","2316184"
"Kentucky","Associate Degree",2014-01-01,"203000","2316184"
"Kentucky","Bachelor's Degree",2014-01-01,"331000","2316184"
"Kentucky","Graduate degree",2014-01-01,"217000","2316184"
"Kentucky","Not a high school graduate",2013-01-01,"299000","2322088"
"Kentucky","High school diploma or GED",2013-01-01,"1256000","2322088"
"Kentucky","Associate Degree",2013-01-01,"203000","2322088"
"Kentucky","Bachelor's Degree",2013-01-01,"342000","2322088"
"Kentucky","Graduate degree",2013-01-01,"219000","2322088"
"Louisiana","Not a high school graduate",2019-01-01,"314000","2405784"
"Louisiana","High school diploma or GED",2019-01-01,"1294000","2405784"
"Louisiana","Associate Degree",2019-01-01,"174000","2405784"
"Louisiana","Bachelor's Degree",2019-01-01,"408000","2405784"
"Louisiana","Graduate degree",2019-01-01,"208000","2405784"
"Louisiana","Not a high school graduate",2018-01-01,"315000","2422061"
"Louisiana","High school diploma or GED",2018-01-01,"1317000","2422061"
"Louisiana","Associate Degree",2018-01-01,"173000","2422061"
"Louisiana","Bachelor's Degree",2018-01-01,"406000","2422061"
"Louisiana","Graduate degree",2018-01-01,"194000","2422061"
"Louisiana","Not a high school graduate",2017-01-01,"332000","2436575"
"Louisiana","High school diploma or GED",2017-01-01,"1335000","2436575"
"Louisiana","Associate Degree",2017-01-01,"161000","2436575"
"Louisiana","Bachelor's Degree",2017-01-01,"396000","2436575"
"Louisiana","Graduate degree",2017-01-01,"201000","2436575"
"Louisiana","Not a high school graduate",2016-01-01,"349000","2446299"
"Louisiana","High school diploma or GED",2016-01-01,"1342000","2446299"
"Louisiana","Associate Degree",2016-01-01,"164000","2446299"
"Louisiana","Bachelor's Degree",2016-01-01,"392000","2446299"
"Louisiana","Graduate degree",2016-01-01,"194000","2446299"
"Louisiana","Not a high school graduate",2012-01-01,"356000","2416316"
"Louisiana","High school diploma or GED",2012-01-01,"1353000","2416316"
"Louisiana","Associate Degree",2012-01-01,"148000","2416316"
"Louisiana","Bachelor's Degree",2012-01-01,"371000","2416316"
"Louisiana","Graduate degree",2012-01-01,"182000","2416316"
"Louisiana","Not a high school graduate",2011-01-01,"366000","2412693"
"Louisiana","High school diploma or GED",2011-01-01,"1367000","2412693"
"Louisiana","Associate Degree",2011-01-01,"141000","2412693"
"Louisiana","Bachelor's Degree",2011-01-01,"361000","2412693"
"Louisiana","Graduate degree",2011-01-01,"168000","2412693"
"Louisiana","Not a high school graduate",2010-01-01,"377000","2391193"
"Louisiana","High school diploma or GED",2010-01-01,"1336000","2391193"
"Louisiana","Associate Degree",2010-01-01,"139000","2391193"
"Louisiana","Bachelor's Degree",2010-01-01,"370000","2391193"
"Louisiana","Graduate degree",2010-01-01,"164000","2391193"
"Louisiana","Not a high school graduate",2015-01-01,"338000","2441065"
"Louisiana","High school diploma or GED",2015-01-01,"1348000","2441065"
"Louisiana","Associate Degree",2015-01-01,"168000","2441065"
"Louisiana","Bachelor's Degree",2015-01-01,"398000","2441065"
"Louisiana","Graduate degree",2015-01-01,"189000","2441065"
"Louisiana","Not a high school graduate",2014-01-01,"360000","2431711"
"Louisiana","High school diploma or GED",2014-01-01,"1349000","2431711"
"Louisiana","Associate Degree",2014-01-01,"147000","2431711"
"Louisiana","Bachelor's Degree",2014-01-01,"392000","2431711"
"Louisiana","Graduate degree",2014-01-01,"181000","2431711"
"Louisiana","Not a high school graduate",2013-01-01,"366000","2424837"
"Louisiana","High school diploma or GED",2013-01-01,"1344000","2424837"
"Louisiana","Associate Degree",2013-01-01,"148000","2424837"
"Louisiana","Bachelor's Degree",2013-01-01,"390000","2424837"
"Louisiana","Graduate degree",2013-01-01,"180000","2424837"
"Maine","Not a high school graduate",2019-01-01,"38000","703984"
"Maine","High school diploma or GED",2019-01-01,"352000","703984"
"Maine","Associate Degree",2019-01-01,"78000","703984"
"Maine","Bachelor's Degree",2019-01-01,"156000","703984"
"Maine","Graduate degree",2019-01-01,"81000","703984"
"Maine","Not a high school graduate",2018-01-01,"40000","705122"
"Maine","High school diploma or GED",2018-01-01,"365000","705122"
"Maine","Associate Degree",2018-01-01,"76000","705122"
"Maine","Bachelor's Degree",2018-01-01,"152000","705122"
"Maine","Graduate degree",2018-01-01,"74000","705122"
"Maine","Not a high school graduate",2017-01-01,"43000","707356"
"Maine","High school diploma or GED",2017-01-01,"352000","707356"
"Maine","Associate Degree",2017-01-01,"81000","707356"
"Maine","Bachelor's Degree",2017-01-01,"149000","707356"
"Maine","Graduate degree",2017-01-01,"79000","707356"
"Maine","Not a high school graduate",2016-01-01,"43000","708446"
"Maine","High school diploma or GED",2016-01-01,"371000","708446"
"Maine","Associate Degree",2016-01-01,"76000","708446"
